Winner,Afn120207,Age295214,Age775214,Bps030214,Bza010213,Bza110213,Bza115213,Edu635213,Edu685213,Hsd310213,Hsd410213,Hsg010214,Hsg096213,Hsg445213,Hsg495213,Inc110213,Inc910213,Lfe305213,Lnd110210,Man450207,Nes010213,Pop010210,Pop060210,Pop645213,Pop715213,Pop815213,Pst120214,Pvy020213,Rhi225214,Rhi325214,Rhi425214,Rhi525214,Rhi625214,Rhi725214,Rhi825214,Rtn130207,Rtn131207,Sbo001207,Sbo015207,Sbo115207,Sbo215207,Sbo315207,Sbo415207,Sbo515207,Sex255214,Vet605213,Wtn220207
Not John Kasich,11247,21.8,16.2,0,295,4502,11.7,74.4,11.3,2.43,5402,7232,5.8,72.9,64300,34322,16789,31.4,950.09,0,659,15313,16.1,0.5,84.6,2.3,-3.7,22.6,30.9,0.8,0.4,0,1.3,1.9,65.2,122523,7884,820,0,0,0,0,0,0,46.7,940,0
Not John Kasich,890997,15.9,27.8,640,8323,71779,3,94.5,39.1,2.21,95398,161718,14.5,79,366700,60526,36142,24.6,393.72,533264,24948,215888,548.3,6.8,91.4,8.1,-0.5,9.3,2.5,0.7,1.4,0.1,1.8,2.7,91.4,3973206,17878,32205,28.3,0.5,1.5,1.2,0,0,52.4,21360,0
Not John Kasich,1301497,22,15.6,1357,18277,275283,0.4,89,36.6,2.56,286008,307765,43.1,63.4,349400,67311,35167,28,492.56,17488661,56791,743159,1508.8,14.9,87.7,24,3.5,11.2,6.3,0.8,3.8,0.1,2.3,18.6,73.3,9822136,13399,68102,29.7,0.3,2.7,3.6,5.9,0,51.8,43065,12405726
Not John Kasich,80305,18.2,18.2,70,1584,19917,2.5,92,34,2.29,30534,33668,28.4,68.5,219500,53663,29259,24.5,699.32,1164378,5922,71372,102.1,4.2,86.6,5.9,-0.7,12.1,1.4,0.4,1.5,0.1,2,3.8,91.5,691013,9628,7193,31.2,0,0,0,0,0,51.2,5542,460103
Not John Kasich,661740,22.5,15.3,313,9661,167480,1.9,83.7,24.5,2.53,177990,191788,39.1,61.8,197900,49094,25817,22.7,617.14,6001102,23446,463490,751,9.3,87.2,25.1,1,17.7,10.7,0.8,2.4,0.2,2.4,23.2,65,5668671,12119,31456,28.5,0,3,4.6,4.8,0,51.7,32603,4991824
Not John Kasich,88915,20.9,13.4,149,934,4400,11.4,94,44,2.4,4069,11822,10.4,65.8,929700,85478,47331,12.1,44.97,0,2322,10172,226.2,16.6,90,13,6.7,10.4,8.1,0.2,1.4,0,1.8,12.8,76.7,342825,30997,3017,24.3,0,0,0,0,0,48.9,510,39771
Not John Kasich,1294000,21.6,15.7,1594,19597,329894,2.6,93.7,49.2,2.56,257451,272940,37.2,69.3,391100,84916,44692,31.5,396.11,10340798,52921,670850,1693.6,15.5,88.7,19,3.2,6.6,6.9,0.2,10.2,0,1.8,4,77.8,11241440,17133,68025,30,0.3,6.2,2.9,1.5,0,52.1,38108,12398878
Not John Kasich,794552,22.5,16.2,1218,11922,156526,3.4,92.1,33.5,2.7,179617,202448,22.7,77.1,332100,75092,35220,32.4,659.08,2577234,35386,494919,750.9,8,90.3,11.5,2.4,7.6,10,0.3,1.5,0.1,1.8,3.6,83.7,6615087,13463,45079,29.2,0,2.2,2.8,1.1,0,51.4,35024,5253568
Not John Kasich,1150731,22,14.1,1268,17635,281520,0.8,89.4,33.8,2.59,299663,329085,36.7,65.7,259200,65223,31537,27.9,1510.77,10706055,49892,798552,528.6,11.3,88,18.2,1.9,11.2,5.3,0.4,4.7,0.1,2,10.5,78.8,10057154,12634,64114,28.2,0,3.8,2.4,2.8,0,50.7,53990,6913732
Not John Kasich,4236,13.2,34.8,23,193,1191,10.3,86.9,13,2.19,4863,11038,1,89.8,102800,37189,22719,21.7,674.59,0,729,10942,16.2,1.7,89.8,2.3,-4.5,15.1,0.3,0.7,0.3,0,0.9,1.5,96.3,55317,4848,935,20.4,0,0,0,0,0,49.8,1702,0
Not John Kasich,14239,15.4,23.7,28,234,1715,2.9,89.4,17.1,2.34,3607,6593,5.4,84.9,117100,37586,19717,21.1,915.07,193878,569,9601,10.5,1.4,82.8,3.2,-1.5,14.8,6.9,4,0.5,0,3.1,1.3,84.6,54386,5636,550,0,0,0,0,0,0,45,1100,0
Not John Kasich,118800,24.9,15.1,348,2228,34216,3.7,90,20.2,2.64,41794,49763,9.3,81.9,140200,52061,24140,24.4,825.23,4240717,7703,111408,135,3.2,87.6,5.7,2.2,13.5,1.4,0.8,0.8,0,1.8,7.1,88.8,881344,7805,10312,25.6,0,0.3,0,1.4,0,50.1,7700,506692
Not John Kasich,32160,19.4,21.5,23,788,9713,2.2,88,16,2.24,12899,15952,11.3,77.6,96400,38016,21948,16.4,571.86,587361,1965,29598,51.8,1.4,86.7,3.4,-2.1,17.3,0.4,0.6,0.6,0.1,1.2,1.3,96,416778,14018,2468,27.5,0,0,0,0,0,50.9,2800,0
Not John Kasich,35232,19,25.2,45,547,3346,-6.9,90.7,23.8,2.39,9731,17854,6.9,85,141300,45362,24370,24.5,475.7,193641,2083,23580,49.6,2,91,2.9,-1.3,15.4,0.3,1.1,0.2,0,1.4,2,95,156734,6480,2720,26.9,0,0,0,0,0,50.3,2378,0
Not John Kasich,15617,18.5,22.5,12,329,3135,-1.4,84.3,11.4,2.39,6363,9743,4.8,83.8,90200,38874,20039,27.1,363.19,126555,914,15899,43.8,0.7,89.9,2.2,-3.4,18.1,0.4,1.2,0.3,0.1,1.5,1.9,95,118751,7144,1263,28.2,0,0,0,0,0,49.3,1519,0
Not John Kasich,5641,19,19.1,15,195,1722,-1.6,82,12,2.07,3234,5248,9.2,79.3,84000,41189,17701,16.3,898.26,0,389,8860,9.9,2.5,89.6,5.1,-2.3,13.2,7.8,13.7,0.4,0,4.5,1.4,73,67726,7801,819,0,12.6,0,0,0,0,45.1,835,4594
Not John Kasich,32312,22.9,16.9,86,869,9487,3,91.1,17.7,2.59,22610,27063,7.1,83.5,133900,52186,25059,26.8,553.09,977390,3643,59173,107,1.3,89.5,2.4,0.2,11.7,0.5,0.5,0.5,0,1.4,2.6,94.8,276150,4676,3906,29.7,0,0,0,0,0,49.7,4802,72312
Not John Kasich,134694,21,18.3,62,2245,30719,-2,89,18.2,2.4,44127,48016,14.7,78.1,93800,45376,23799,20.9,442.3,1107212,5549,107771,243.7,1.4,86.7,3.4,-1.5,14.7,1.7,0.6,0.7,0,2.1,5,90.4,1301043,12117,7382,30,1.5,0.6,0,1.9,0,50.7,8948,0
Not John Kasich,44171,19.2,23.9,41,443,3039,0,90.3,24.9,2.23,7682,12294,4.5,83.9,149700,47366,24831,25.2,319.7,0,1650,17525,54.8,1.6,90,4.4,0,13.3,0.6,1.5,0.3,0,1.4,2.3,94,131310,7488,1918,24.6,0,0,0,0,0,50.4,1955,3469
Not John Kasich,219492,22.5,17.8,184,3610,51314,-2,87.4,24.2,2.51,60414,76768,17.6,72.1,129300,43633,24013,19.8,567.75,2298338,9735,156813,276.2,5.6,87.1,7.8,-1,17.5,15.4,0.6,1.9,0.1,2.3,5.1,75.3,1622828,10150,13864,28.7,0,1.7,8.9,1.2,0,51.2,11674,689088
Not John Kasich,44710,23.7,16.6,0,808,11025,1.2,86.4,13.4,2.64,15862,20611,9,78,98000,41856,19947,24.8,506.37,1061117,2476,45248,89.4,2.6,87.8,8.1,-3.8,18.7,2.2,0.5,0.6,0,1.5,4.3,91.2,396895,8581,3288,18.9,0,0,0,0,0,48.4,3137,0
Not John Kasich,181995,23.2,16.4,56,2630,50801,5.9,88.8,19.5,2.47,53428,60677,19.4,69.7,98300,42110,22978,20,706.23,4953967,6582,136146,192.8,3.6,84.5,6.1,-0.9,17.8,11.1,0.8,2,0.1,3.1,4.8,79,1571317,11496,9618,30.5,0,1.6,0,0,0,51.2,11349,0
Not John Kasich,27133,21.3,19.4,84,737,6650,-4.9,87.2,16.2,2.63,19663,25893,5,83.6,124800,44346,22743,25.6,490.06,711270,3016,52293,106.7,2,91.6,4.5,-1.3,14.5,5.4,1.2,0.8,0,3,3.5,86.7,183403,3623,4140,0,0,0,3.3,1.5,0,50,4669,0
Not John Kasich,60229,20.3,21.5,67,792,7728,3.8,91.6,27,2.41,10667,17366,11.7,81.6,151400,45949,26947,18.8,416.34,698616,2570,25949,62.3,2.4,89.1,3.5,0.7,13.3,0.5,1.6,0.5,0,1.7,1.8,94.1,221210,8437,3623,28.1,0.7,0,0,0,0,50.6,2356,8387
Not John Kasich,45986,17.8,24.7,54,754,4759,2.2,87.8,16.3,2.24,11477,18286,4.8,81.1,112500,38410,23412,26.4,715.26,0,1899,26152,36.6,1,87.7,2.1,-1.8,17.8,0.6,3,0.4,0,2.8,1.4,92.2,316945,11806,2810,30.2,4.2,0,0,0,0,50.2,2719,0
Not John Kasich,189886,19.1,16.1,38,808,8921,1.5,89.8,18.5,2.33,14605,21217,11.5,70.3,101600,41637,20589,16.2,1558.42,0,1987,38520,24.7,2.8,82,5.1,-0.9,17.7,6.9,15.6,0.9,0.1,5,1.8,70.4,369455,9521,2932,23.2,4.9,0,0,0,0,44.9,3760,0
Not John Kasich,28898,20,21.8,20,512,5581,4.9,83.9,11.1,2.29,13215,23120,4.7,80.4,80000,32668,18148,26.1,564.32,192498,1739,30926,54.8,1,87.1,3.9,-0.9,26.5,0.7,0.8,0.3,0,1.6,1.9,94.9,246126,8021,1926,22.9,0,0,0,0,0,50.2,3196,0
Not John Kasich,50774,23,15.3,345,1306,14359,-7.4,92.9,28.2,2.63,28534,30867,13.1,80.8,156300,60466,28449,23,566.41,609277,5142,75382,133.1,2.9,88.1,4.6,2.5,11.1,1.9,0.5,1.5,0.1,1.8,4.4,90.2,631864,9061,6314,28.1,0,0,0,1,0,50.6,4812,562056
Not John Kasich,19605,18,24,18,302,3269,4,85.4,15.2,2.37,5781,11092,3.7,82.1,96400,40295,21492,21.2,556.28,152551,832,14074,25.3,1.7,83.6,1.6,-2.3,16.8,0.8,0.7,0.5,0,1.3,1.8,95.2,216830,14942,1223,0,0,0,0,0,0,49.6,1611,0
Not John Kasich,46419,20.3,21.4,47,1064,11848,-0.5,91.4,18.2,2.29,15885,20193,10.2,79.3,100200,42676,22471,18,1171.1,712562,2015,37069,31.7,1.2,89.7,2.3,-1.4,16.4,0.3,2.5,0.4,0,2.2,1.1,93.7,459804,12298,3284,0,0,0,0,0,0,50.4,4361,0
Not John Kasich,28601,20.1,20.4,32,883,12202,-4.5,93.8,20,2.25,11432,13995,8.8,81.2,85500,44136,24611,15.2,761.4,0,1435,26168,34.4,1.4,88.6,2.6,-0.8,12.7,0.5,0.7,0.5,0.1,1.3,1.4,95.8,417302,15399,2614,0,0,0,0,0,0,49.9,2815,0
Not John Kasich,155322,21.7,16.4,95,2034,38507,3,93.4,24.6,2.45,43362,47062,20,72.6,138300,54115,26582,22.6,575.18,0,7000,107759,187.3,3.5,85.2,6.1,0.8,10.8,7,0.5,2,0,2.4,5.3,83.6,1326967,12383,8089,30.9,0,1.4,3.4,0,0,51.1,8128,914251
Not John Kasich,108399,20.6,19.7,69,1469,14583,7.6,93.8,31.8,2.39,13545,21346,17.9,77.4,167700,50929,29718,19.3,467.49,254402,3489,32694,69.9,2.2,86.4,3.2,1.6,10.9,0.7,3.8,0.5,0.1,2.3,1.6,91.5,580619,17380,4688,24.4,0,0,0,0,0,50.7,2872,0
Not John Kasich,528674,23.4,15.7,343,7745,114923,1.1,88.7,18.9,2.51,165669,190901,16.8,70.3,91700,42089,22380,25.5,636.98,12579452,28250,425790,668.5,2.3,85.1,3.4,-3,21,20.6,0.6,1.1,0,2.5,3.2,72.6,4836688,11142,33627,35.7,0.7,1.6,13.2,0.9,0,51.8,29730,3554890
Not John Kasich,17568,19.3,25.1,41,394,3553,4.2,83.9,11.8,2.33,10895,17628,3.9,84.5,103300,37626,20368,29.2,501.78,174082,1600,25692,51.2,1.6,89.4,4.9,-1.1,21.4,0.5,0.6,0.3,0,0.9,1.3,96.5,140155,5336,2319,0,0,0,0,0,0,49.7,2636,9008
Not John Kasich,55668,16,22.9,23,404,4211,-1.7,91.7,18.3,2.07,7070,10739,11.9,75.5,66800,34252,20330,19.2,1101.85,80116,841,16427,14.9,1,86.3,4,-4.2,20.3,4.5,2.7,0.5,0,1.6,1.2,89.7,137990,8543,1661,29.6,0,0,0,0,0,45.6,1941,0
Not John Kasich,237714,20.8,17.1,384,3305,42016,2.4,93.3,30.4,2.45,34655,42327,15.1,75.4,168300,51766,27660,20.3,464.33,1160721,8953,86986,187.3,2,85.9,3.4,4.4,11.7,1.3,1.2,0.7,0.1,1.7,2.7,92.7,1570064,18415,10504,24.5,0,0,0.3,0,0,50.6,7144,424979
Not John Kasich,40125,20.5,16.4,17,746,10517,-2.9,87.7,14,2.45,14787,16203,12.3,76.1,86600,40359,18836,22.3,568.46,357431,2285,42476,74.7,1.4,81.9,4.1,-1.9,19.1,5.6,0.7,0.5,0,1.2,5.7,86.8,316388,7464,3047,25.7,0,0,0,0,0,46.7,3063,0
Not John Kasich,31369,22.3,17.7,34,780,10601,-1.9,87,15.3,2.55,17642,21652,8.9,80,103700,41759,20379,24.1,598.13,1330797,2806,46688,78.1,0.7,87.5,4.9,-1.8,19.7,0.7,0.5,0.4,0,1.3,2.1,95.2,323333,6964,3465,25.3,0,0,0,0,0,50.1,3707,260599
Not John Kasich,46469,20.6,16.1,34,876,8650,-0.7,91,28.9,2.43,14029,18621,16.4,69.6,88400,35430,19783,14.7,1009.1,0,1863,36628,36.3,4.7,83,7,-0.4,23,0.9,0.7,3.2,0,1.5,1.4,92.5,335452,9599,2558,24.1,0,0,0,0,0,45.8,2979,0
Not John Kasich,33647,19.6,23.4,47,959,10579,0.2,86.9,13.7,2.31,13907,21153,7.5,81.6,96100,40204,22120,20.7,835.71,647313,2267,33118,39.6,1.7,90.7,3.3,-3.2,15.8,0.5,0.4,0.5,0,0.8,2.1,95.7,323115,9727,2973,0,0,0,0,0,0,50.5,2670,253604
Not John Kasich,446061,20.4,11.9,315,6129,103894,2.5,91.1,36.5,2.41,108823,122056,28.8,59.3,120500,45321,24754,19.8,556.12,0,18469,280895,505.1,8.5,75.7,11.8,1.3,21.9,12.2,0.7,6.1,0.1,3.8,7.6,71.1,3156158,11328,22700,31.3,0.8,4.4,0,2.2,0,51.5,16206,4423721
Not John Kasich,37417,23.2,13,53,884,10910,1.7,87.9,14,2.67,22152,24592,12.9,78.2,111000,47892,20206,27.6,571.3,1117372,3184,63905,111.9,1.4,84.7,3.7,0.6,15.8,4.9,0.6,0.5,0,1.5,4.7,88.3,446654,6976,3731,31.9,0,0,0,0,0,46.3,4782,118801
Not John Kasich,27267,17.1,27.9,49,612,6319,8.2,87.4,14,2.26,11172,20392,7.5,81.3,90300,36236,22047,21.1,549.1,190442,1532,25887,47.1,2.4,87.2,2.7,-1.8,19,0.6,0.8,0.7,0.1,1.8,2.1,94.2,270567,10272,2631,30.3,0,0,0,0,0,50.4,3474,0
Not John Kasich,11646,16.5,28.2,20,356,2541,4.7,89.2,18.4,2.13,5289,9262,6.8,84.5,75100,34685,21499,19.5,1166.15,0,732,11817,10.1,1.8,92.7,3.6,-3.6,14.2,0.3,1.2,0.3,0,1.5,1.7,95.2,101386,8496,993,0,0,0,0,0,0,50.6,1476,18647
Not John Kasich,117754,17.4,11,111,1399,22174,-1.4,90.1,25.3,2.58,24817,28674,29.6,58.7,119800,36372,19061,17.7,572.68,528739,3530,70311,122.8,3,68.2,5.5,0.4,31.5,2.7,3.8,1.9,0,2.7,3.7,86.2,705401,10577,4533,30.8,0,2,0,0,0,51.4,3584,0
Not John Kasich,185386,22.1,16,89,2954,49019,1.1,89.1,18.8,2.52,60100,69077,15.8,73.1,112800,46615,22613,23.3,701.67,2782988,8876,160248,228.4,1.7,82.7,3.5,-0.3,17,8.3,0.4,0.9,0,2.5,3.4,85,1690871,10393,11902,29.2,0,0,2.8,1.1,0,48.8,12517,0
John Kasich,414648,22.1,13.5,480,5507,103221,0.6,92.6,34,2.44,100072,110316,27.9,64.7,136700,45775,25757,20,561.66,7145875,15771,250331,445.7,4.8,78.8,7,3.4,19.1,11.4,0.5,2.6,0.1,3.3,4.7,78.5,2808829,11481,21093,31.7,0,2.1,6,0.7,0,51,15405,1207153
Not John Kasich,13744,21.7,19,21,331,3340,2,85.9,12.1,2.4,7035,12113,3.1,81.2,98800,40140,20258,27.5,559.87,0,1210,17153,30.6,1,87.6,1.7,1.4,16.3,0.6,0.9,0.4,0.1,1.7,1.9,94.7,144117,8400,1414,41.6,0,0,0,0,0,49.2,1610,83354
Not John Kasich,925177,25.1,12.2,1711,15615,323594,0.8,89.4,31.7,2.61,229373,248724,24.4,70.1,137500,51667,25889,21.1,846.95,15738279,43713,602622,711.5,7.4,84,11.3,4.4,15.5,10.4,0.7,2.8,0.1,2.8,10.1,75,8058005,13377,52369,29.5,0.6,2.7,6,2,0,50.8,34393,13020792
Not John Kasich,4385,17.1,30.9,8,63,159,-3.6,92.8,23.9,2.08,1014,2474,4,85.9,101700,39038,24802,20.5,540.11,0,152,2156,4,1.1,90.5,2.2,2.8,15.8,0.2,0.2,0,0,1.1,1,97.7,3262,1465,156,0,0,0,0,0,0,48.7,351,0
Not John Kasich,7788,16.9,26.2,54,161,1138,1.6,80.3,8.4,2.72,4096,14925,2.2,81.3,79700,29379,16202,25.2,567.37,0,636,11539,20.3,0.9,88.1,2.1,-1.7,27.9,9.1,0.9,0.2,0,2.6,2.5,85.3,53307,4801,805,15.9,0,0,0,0,0,49.2,1272,0
Not John Kasich,72559,22,15.9,120,1574,17109,0.6,90.2,17,2.65,32684,36204,7.7,83.1,137600,52939,23907,32.8,643.01,1142583,6300,88319,137.4,2.7,88.9,4.1,-0.2,11,1.2,0.5,0.5,0,1.3,4.5,92.3,799900,8707,7591,0,0,0,0,1.2,0,49.3,6550,170050
Not John Kasich,40646,17.4,27.7,113,737,4366,9.7,94.2,39.2,2.34,9103,15221,9.1,85.1,235600,55018,31462,22.2,347.17,0,2749,21708,62.5,3.1,90.9,5.3,1,11.2,0.5,3.6,0.6,0,1.7,4.1,90.6,128208,5857,3437,27.1,0,0,0,0,0,50.8,2225,17144
Not John Kasich,94196,21.9,16.8,92,1812,22990,0.6,89.1,19.3,2.5,37754,43454,12.5,77.8,116900,47766,22395,26.6,749.56,2230840,5890,99892,133.3,2,84.3,4.8,-0.8,14.1,2.8,0.6,0.5,0,1.9,7.7,87.2,944698,9336,7725,27.3,0,0,0,0,0,49.4,7598,451920
Not John Kasich,180995,23.1,14.7,736,4159,47463,0.9,94.4,32.9,2.68,67691,74217,9.1,85.1,183100,72359,32129,31.4,565.25,2715794,14183,180967,320.2,3,89.7,3.8,2.6,6.2,0.6,0.4,0.9,0,1.3,2.2,94.8,2059768,11260,17856,29.1,0.4,1.5,0.3,0,0,50,12150,1293290
Not John Kasich,7374,16.5,20.1,13,162,1431,2.8,85.8,12.7,2.25,2427,4338,5.7,75.1,79400,39469,18768,14.2,899.08,0,335,6631,7.4,2,85.4,3.7,-3.1,18.6,11.5,5,0.2,0,3.2,1.4,78.9,74036,11044,444,11,9,0,0,0,0,41.5,597,0
Not John Kasich,56481,16.8,25.5,27,449,1995,0.9,88.3,18.5,2.17,5000,11013,10,76.8,119300,38704,22622,19.6,1021.57,0,916,11113,10.9,2,87.6,4.4,-0.6,15.3,1.6,17.4,0.4,0,5.2,1.6,74.2,155835,14289,1202,21,0,0,0,0,0,48.6,1265,0
Not John Kasich,1120853,21.9,15.6,1850,18338,281325,3.4,88.2,22.5,2.52,332818,361273,17.7,75.5,123100,53451,26748,26.8,479.22,23588483,59636,840978,1754.9,10.3,88.1,13.6,2.3,12.5,11,0.3,3.6,0,2.2,2.5,80.8,10007613,12074,66632,27,0.5,3.3,4.7,1.2,0,51.4,55720,5611118
Not John Kasich,26791,17.8,23.4,47,560,5402,1.2,88.8,19.1,2.2,10571,15639,8.3,79.1,109900,41551,22702,19.5,542.15,391221,1688,24733,45.6,1.4,85.9,4.1,-1.3,16.9,3.3,2.2,0.4,0.1,2,3,89.4,225381,9096,2239,27.5,1.3,0,0,0,0,48.3,2825,0
Not John Kasich,100271,18.1,16.6,142,1640,21508,1.5,93.5,29.1,2.38,26436,34495,19.8,70.2,126600,45622,23789,18,1808.4,310442,3390,67077,37.1,1.3,84,3.6,0.9,15.7,1.7,1.9,0.6,0,2.1,1.5,92.5,729823,11200,5273,0,0,0,0,0,0,49.6,6516,162446
Not John Kasich,39650,20.7,21.2,46,743,9112,4,89.5,19.8,2.26,12470,17287,13.1,74.1,117000,41136,23183,17.9,495.07,518341,2002,28705,58,1.8,84.7,4.4,0.4,16.2,0.9,1.1,0.6,0,1.7,4.6,91.6,330426,11540,3011,25.7,0,0,0,0,0,50.4,2607,148639
Not John Kasich,44055,18.9,16.9,79,751,9299,-6.5,89.8,21.6,2.55,15536,21101,11.1,72.9,112200,39470,19336,22.5,555.07,668177,2215,42798,77.1,2.1,80.3,4.1,0.9,22.9,3,0.7,0.9,0,2.2,2.1,91.5,474988,11352,3150,0,0,0,0,0,0,49.9,3475,0
Not John Kasich,17217,19.7,21.6,47,458,5318,4.8,90.2,14.4,2.18,10787,14154,9.1,80.8,95300,41739,22331,20.2,1044.08,418452,1339,24029,23,1,89.3,2.7,-1.3,13.6,0.6,2.8,0.4,0,1.5,1.7,93.4,166886,6914,1946,0,0,0,0,0,0,49.4,2598,0
Not John Kasich,108035,21.9,16.4,262,1747,36377,-1,92.2,32.3,2.45,33717,36274,14.7,75.4,128600,53076,29536,19.9,516.25,2821268,4875,83629,162,3.8,85.4,4.9,-0.2,13.4,1.4,0.5,2.4,0.1,1.4,2.5,92,869266,10524,6488,30.5,0,2.3,0,0,0,50.8,5991,0
Not John Kasich,9446,23.2,19.1,19,289,2101,11,86,13,2.5,5891,9068,3,80.8,99400,41061,20305,23.1,564.73,0,1095,14849,26.3,1.6,89.1,3.3,1.3,15.1,0.5,0.8,0.5,0,1.6,2.6,94.6,91893,6143,1603,17.5,0,0,0,0,0,49.2,1237,0
Not John Kasich,171549,22.4,15.7,239,2303,35969,4.2,89.3,18,2.55,58702,63502,13.1,79.2,139100,53972,25939,24.7,549.39,3502955,8193,152021,276.7,2,89.4,3.7,-1.4,12.3,2.4,0.4,0.7,0,1.7,3.4,91.8,1465317,9555,10419,28.9,0.7,1.3,1.7,0.7,0,50.6,11417,0
Not John Kasich,45828,22.9,16,67,1004,11850,0.6,87.4,13.4,2.59,23400,28088,7.3,79.2,95000,40451,18969,30.2,705.4,388978,3612,63342,89.8,1.3,88,3.4,-0.7,18.6,2.4,0.6,0.5,0.1,1.5,3.4,92.1,563109,8962,4483,27.8,0,0,0,0,0,48.5,4911,124840
Not John Kasich,7882,15.2,29.4,0,204,1597,9.8,84.9,9.9,2.29,4128,9548,1.7,85.8,93700,35261,19661,26.1,546.66,0,584,9765,17.9,1,89.5,2.4,-4.8,18.1,0.4,0.6,0.2,0,1.4,1.3,96.2,70129,6862,854,30.1,0,0,0,0,0,49,1323,0
Not John Kasich,220979,23.8,15.1,181,3134,50724,0.3,88,17.2,2.54,65008,73310,14.3,74.4,100900,40979,20621,21,499.25,3675844,9498,172188,344.9,1.9,83.4,4.2,0.1,19.9,14.4,1,0.7,0,2.7,5.3,76.8,1656745,9507,11233,27.3,0,0.7,5,1.2,0,50.3,13255,0
Not John Kasich,32121,23.2,17.9,46,785,9561,4.8,85.9,12.9,2.61,18156,24910,4.8,84.1,104100,42571,20623,28.7,813.2,560828,2739,48460,59.6,2.3,89,5.2,-1.2,18.6,1.3,0.8,0.4,0,1.5,5.9,90.6,355262,7213,4235,30.1,0,0,0,0,0,49.7,4144,71682
Not John Kasich,2284814,22.1,15.1,2458,38381,644865,3,92.7,43.1,2.47,486332,533047,22.3,71.5,170500,65594,36458,26.1,867.66,25885162,108991,1202362,1385.7,11.4,86,14,3,10.3,14.5,0.3,6.5,0,2.1,3.8,73.3,18183680,15131,128040,28.6,0.5,4.7,8.3,1,0,51.4,67718,29825742
Not John Kasich,32250,24,19.1,4,493,4198,-1.1,84.1,15,2.68,9537,16007,3.7,81.7,106100,40023,18986,23.4,512.07,364129,1670,26570,51.9,6,89,11.5,-1.3,19.9,0.8,1.5,0.3,0.1,1.7,14.4,82.4,171532,6164,2255,20.6,0,0,0,0,0,49.6,2394,0
Not John Kasich,31109,18.8,24.3,34,566,5740,5.2,85.1,11.3,2.36,8998,16037,3.9,82.8,89500,34619,19634,23.1,563.49,151662,1284,21699,38.5,1.3,86.1,2.2,-3,21.5,0.4,0.9,0.4,0,1.5,2,95.2,364748,17118,1897,0,0,0,0,0,0,50.4,2343,0
Not John Kasich,6753,13.3,32.1,7,170,982,-4.9,88.6,15.3,1.98,3269,5642,5.4,85.8,72600,34620,21585,24,1311.23,0,378,6780,5.2,1.7,95,5,-9,13.8,0.3,1.2,0.3,0,1.7,1.1,95.6,60901,8767,623,27.6,0,0,0,0,0,49,1016,16629
Not John Kasich,19225,23.5,19.1,23,431,6078,-2.1,86.9,12.6,2.55,8987,13569,5.6,78.2,90500,37788,18099,25,566.39,967956,1347,23528,41.5,0.7,86.9,4.5,-1.5,21.7,0.8,0.6,0.3,0,1.7,1.6,95.2,151621,6562,1841,29.5,0,0,0,0,0,49.4,2282,57690
Not John Kasich,9005,18.8,26.1,13,190,1279,0.2,82.6,10.4,2.26,3781,9095,2.2,85.3,83000,33239,18057,21.2,565.73,0,631,8640,15.3,1.1,88.2,7.1,-3.1,20.2,0.3,0.9,0.1,0,1.5,1.4,96.1,57124,6379,1097,17.4,0,0,0,0,0,48.7,1095,0
Not John Kasich,58833,21.3,19.6,17,753,8298,6.2,91,19.8,2.42,9818,14784,6.9,79.4,116600,47584,24312,20.5,514.97,158006,1930,24164,46.9,2.4,84.1,2.2,0,13.5,0.6,0.8,0.6,0,1.7,1.5,94.9,499775,20761,3107,20.5,0,0,0,0,0,50.5,2179,290713
Not John Kasich,277197,24.9,13.2,1307,5774,95831,1.6,90.9,30,2.73,94666,104372,18.4,78.1,153200,56453,25371,20.2,563.47,9210895,18114,263801,468.2,5.8,85.4,9.8,4.7,11.2,1.8,0.6,2.9,0,1.7,9.4,84.5,2367832,9149,21445,25.8,0.6,1,0,1.8,0.2,50.7,14254,2120633
Not John Kasich,9188,16.5,28.7,18,336,2212,1.1,86.8,16.3,2.08,6253,10407,3.4,87.5,95000,39652,22788,23.8,658.72,0,921,13376,20.3,1.5,90.7,3.6,-2.8,12.9,0.6,0.9,0.4,0,1,1.2,96.1,101360,7339,1229,17.3,0,0,0,0,0,50.2,1503,8257
Not John Kasich,37284,15.1,30,50,554,4616,6.9,85.1,12.9,2.07,11617,24369,3,81.1,92000,33334,23023,22.2,519.64,0,1490,24449,47.1,2.4,85.9,2.5,-2,22.2,0.6,0.7,0.6,0,1.3,1.5,95.5,338403,13327,1865,22,0,2.4,0,0,0,50.1,3162,6759
Not John Kasich,337257,22,17.3,214,4358,78238,2.7,87,19.1,2.5,77412,86783,16.6,72.7,97800,42331,22349,21.6,800.11,4604837,11242,200169,250.2,2.3,86.1,5.1,-2.6,19.2,19.4,0.5,1.3,0.1,2.1,8.1,70,2534269,12546,14745,31,0,0,11,2.4,0,51.5,15153,1070811
Not John Kasich,30192,22.2,19.5,39,835,7953,1.7,86.8,11.4,2.58,16329,22557,6.5,80.8,96500,40478,20713,27.8,962.57,595097,3061,43114,44.8,1.1,90.8,3.7,-3.5,16.8,0.5,0.6,0.4,0,1.1,3.7,94.1,300913,6918,3920,25.7,0,0,0,0,0,50.4,3205,174871
